"reactdt","roads","mstfmds","mastfrm","thrdtds","thrgrds","pkqtycd","thercls","excdgds","roacd","orgbkfg","metsize","deaclds","therdtl","pksize","manfnme","maintin","thergrp","excldrg","deactdt","prodcat","orgbkcd","ndcnum","prodnme","orgbkds","generid","thrclds","strngth","gnindds","prdctds","deaclas","gennme","maintds","actind","siglsrc","genind","desidrg","gennme2","methadone"
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 ML","Schedule II",2808080040,1,"SCA PHARMACEUTICALS",3,8,0,2017-12-31,2,"NR","70004037905","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133486,"Analg/Antipyr, Opiate Agonists","1 MG/1 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","N","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000000.5000 ML","Schedule II",2808080040,1,"SCA PHARMACEUTICALS",3,8,0,2017-12-31,2,"NR","70004038003","METHADONE HCL","Not Rated",133922,"Analg/Antipyr, Opiate Agonists","5 MG/0.5 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Primarily acute","N","N",4,"N","methadone hydrochloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 ML","Schedule II",2808080040,1,"SCA PHARMACEUTICALS",2,8,0,2017-12-31,2,"NR","70004038005","METHADONE HCL","Not Rated",132816,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 MLX00005","Schedule II",2808080040,5,"QUVA PHARMA",3,8,0,2023-05-31,2,"NR","70092016143","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133486,"Analg/Antipyr, Opiate Agonists","1 MG/1 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","N","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Intravenous","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IV","N","000001.0000 MLX00005","Schedule II",2808080040,5,"QUVA PHARMA",3,8,0,NA,2,"NR","70092057343","METHADONE HCL-SODIUM CHLORIDE","Not Rated",133486,"Analg/Antipyr, Opiate Agonists","1 MG/1 ML-0.9%","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride/Sodium Chloride","Primarily acute","Y","N",4,"N","methadone hydrochloride/sodium chloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00168","Schedule II",2808080040,168,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011900","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00015","Schedule II",2808080040,15,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011901","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011902","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011903","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011904","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011905","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011906","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00028","Schedule II",2808080040,28,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011907","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00112","Schedule II",2808080040,112,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011908","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00056","Schedule II",2808080040,56,"BRYANT RANCH PREPACK",2,8,0,2018-03-30,10,"AA","71335011909","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","71335049301","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","71335049302","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","71335049303","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00112","Schedule II",2808080040,112,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","71335049304","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","71335049305","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","71335049306","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00028","Schedule II",2808080040,28,"BRYANT RANCH PREPACK",2,8,0,NA,10,"AA","71335049307","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"BRYANT RANCH PREPACK",2,8,0,NA,10,"NR","71335136003","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000030.0000 ML","Schedule II",2808080040,1,"BRYANT RANCH PREPACK",2,8,0,NA,10,"NR","72162108502","METHADONE HCL","Not Rated",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"XLCARE PHARMACEUTICALS, INC.",2,8,0,NA,2,"AA","72865012001","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"XLCARE PHARMACEUTICALS, INC.",2,8,0,2023-04-03,2,"AA","72865012101","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000005.0000 GM","Schedule II",9601010128,1,"PHARMA SOURCE DIRECT, INC",4,31,0,NA,11,"NR","82393012505","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"PHARMA SOURCE DIRECT, INC",4,31,0,NA,11,"NR","82393012507","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"PHARMA SOURCE DIRECT, INC",4,31,0,NA,11,"NR","82393012508","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
